Term Amount,Add Array Memory,Add Array Time,Add List Memory,Add List Time,Generate Array Memory,Generate Array Time,Generate List Memory,Generate List Time,Multiply Array Memory,Multiply Array Time,Multiply List Memory,Multiply List Time,Process Array Memory,Process Array Time,Process List Memory,Process List Time
Term Amount,Array,Array,List,List,Array,Array,List,List,Array,Array,List,List,Array,Array,List,List
3850,353232,1.427,450096,1.224,61600,0.136,123200,0.42,9963256,1556.51,8227480,1896.29,0,0.233,0,0.233
3850,353232,1.392,450096,1.207,61600,0.136,123200,0.43,9963256,1659.96,8227480,1892.85,0,0.245,0,0.238
3850,353232,1.405,450096,1.208,61600,0.128,123200,0.495,9963256,1570.99,8227480,2028.45,0,0.238,0,0.234
3860,353240,1.223,449368,1.297,61760,0.131,123520,0.457,9986296,1626.63,8263376,1992.95,0,0.235,0,0.28
3860,353240,0.88,449368,1.242,61760,0.131,123520,0.511,9986296,1704.09,8263376,1886.04,0,0.234,0,0.236
3860,353240,0.84,449368,1.204,61760,0.133,123520,0.426,9986296,1745.85,8263376,1925.34,0,0.234,0,0.234
3860,353240,0.852,449368,1.21,61760,0.13,123520,0.461,9986296,1652.76,8263376,1853.23,0,0.237,0,0.238
3860,353240,0.831,449368,1.211,61760,0.13,123520,0.439,9986296,1638.5,8263376,2012.13,0,0.235,0,0.235
3870,355744,0.922,454464,1.3,61920,0.13,123840,0.434,10009336,1652.06,8295296,2011.91,0,0.235,0,0.267
3870,355744,0.847,454464,1.262,61920,0.13,123840,0.455,10009336,1665.59,8295296,1958.62,0,0.234,0,0.234
3870,355744,0.855,454464,1.216,61920,0.13,123840,0.424,10009336,1716.52,8295296,1942.79,0,0.234,0,0.238
3870,355744,0.845,454464,1.216,61920,0.13,123840,0.431,10009336,1671.9,8295296,1902.87,0,0.24,0,0.235
3870,355744,0.86,454464,1.218,61920,0.132,123840,0.42,10009336,1706.7,8295296,2026.25,0,0.235,0,0.234
3880,355608,0.925,453400,1.299,62080,0.132,124160,0.43,10032376,1640.09,8301176,1975.66,0,0.235,0,0.271
3880,355608,0.842,453400,1.241,62080,0.132,124160,0.422,10032376,1621.99,8301176,1919.97,0,0.235,0,0.235
3880,355608,0.915,453400,1.213,62080,0.131,124160,0.428,10032376,1644.82,8301176,1934.41,0,0.239,0,0.241
3880,355608,0.847,453400,1.208,62080,0.131,124160,0.42,10032376,1736.08,8301176,1897.03,0,0.237,0,0.235
3880,355608,0.834,453400,1.24,62080,0.131,124160,0.428,10032376,1715.69,8301176,2051.92,0,0.235,0,0.235
3890,356048,0.847,453680,1.323,62240,0.13,124480,0.424,10055416,1709.18,8226080,2038.26,0,0.235,0,0.277
3890,356048,0.831,453680,1.314,62240,0.129,124480,0.422,10055416,1593.05,8226080,1890.23,0,0.239,0,0.236
3890,356048,0.851,453680,1.233,62240,0.131,124480,0.429,10055416,1597.48,8226080,1912.13,0,0.251,0,0.24
3890,356048,0.833,453680,1.232,62240,0.13,124480,0.479,10055416,1594.21,8226080,1903.64,0,0.235,0,0.235
3890,356048,0.957,453680,1.221,62240,0.13,124480,0.528,10055416,1791.6,8226080,1989.25,0,0.236,0,0.235
3900,356776,0.851,454632,1.32,62400,0.132,124800,0.464,10078456,1591.34,8247080,2096.25,0,0.239,0,0.277
3900,356776,0.966,454632,1.26,62400,0.131,124800,0.451,10078456,1744.04,8247080,1951.91,0,0.237,0,0.237
3900,356776,0.84,454632,1.223,62400,0.132,124800,0.435,10078456,1630,8247080,1956.7,0,0.236,0,0.243
3900,356776,0.854,454632,1.22,62400,0.132,124800,0.435,10078456,1711.73,8247080,1951.64,0,0.236,0,0.236
3900,356776,0.841,454632,1.221,62400,0.134,124800,0.441,10078456,1598.85,8247080,1997.63,0,0.24,0,0.242
3910,356496,0.858,453232,1.301,62560,0.132,125120,0.455,10101496,1847.56,8302744,2122.5,0,0.241,0,0.267
3910,356496,0.836,453232,1.247,62560,0.132,125120,0.46,10101496,1745.28,8302744,1995.21,0,0.237,0,0.242
3910,356496,0.849,453232,1.224,62560,0.132,125120,0.478,10101496,1632.6,8302744,1955.5,0,0.236,0,0.237
3910,356496,0.84,453232,1.223,62560,0.132,125120,0.472,10101496,1679.17,8302744,1961.12,0,0.24,0,0.239
3910,356496,1.061,453232,1.248,62560,0.132,125120,0.437,10101496,1623.13,8302744,2069.77,0,0.278,0,0.241
3920,357488,0.878,454800,1.329,62720,0.132,125440,0.437,10124536,1683.77,8287288,2138.24,0,0.247,0,0.27
3920,357488,0.861,454800,1.304,62720,0.134,125440,0.433,10124536,1840.48,8287288,1966.08,0,0.242,0,0.242
3920,357488,0.855,454800,1.241,62720,0.132,125440,0.434,10124536,1706.53,8287288,1955.6,0,0.237,0,0.239
3920,357488,0.864,454800,1.24,62720,0.133,125440,0.434,10124536,1614.24,8287288,1968.62,0,0.252,0,0.238
3920,357488,0.859,454800,1.223,62720,0.132,125440,0.434,10124536,1697.46,8287288,2118.09,0,0.238,0,0.251
3930,358336,1.059,456032,1.333,62880,0.131,125760,0.43,10147576,1747.13,8270544,2033.25,0,0.242,0,0.271
3930,358336,1.136,456032,1.284,62880,0.132,125760,0.591,10147576,1634.33,8270544,1973.38,0,0.238,0,0.244
3930,358336,1.515,456032,1.233,62880,0.131,125760,0.619,10147576,1832.29,8270544,1903.08,0,0.238,0,0.238
3930,358336,1.814,456032,1.228,62880,0.131,125760,0.457,10147576,1667.06,8270544,1993.17,0,0.242,0,0.243
3930,358336,1.433,456032,1.233,62880,0.133,125760,0.435,10147576,1664.02,8270544,2134.89,0,0.238,0,0.238
3940,359664,1.499,458384,1.339,63040,0.133,126080,0.441,10170616,1684.65,8305992,2066.24,0,0.238,0,0.275
3940,359664,1.532,458384,1.328,63040,0.134,126080,0.439,10170616,1720.08,8305992,2060.13,0,0.245,0,0.239
3940,359664,1.327,458384,1.274,63040,0.133,126080,0.443,10170616,1637.6,8305992,1957.58,0,0.238,0,0.239
3940,359664,1.115,458384,1.288,63040,0.133,126080,0.44,10170616,1891.33,8305992,2228.02,0,0.238,0,0.244
3940,359664,0.911,458384,1.244,63040,0.134,126080,0.439,10170616,1755.43,8305992,2456.62,0,0.238,0,0.241
3950,360152,0.891,458776,1.33,63200,0.134,126400,0.449,10193656,1635.73,8226696,2045.62,0,0.246,0,0.275
3950,360152,0.851,458776,1.366,63200,0.136,126400,0.433,10193656,1676.86,8226696,2027.03,0,0.238,0,0.24
3950,360152,0.858,458776,1.307,63200,0.134,126400,0.445,10193656,1612.62,8226696,1977.86,0,0.24,0,0.244
3950,360152,0.853,458776,1.488,63200,0.133,126400,0.434,10193656,1779.52,8226696,2082.06,0,0.243,0,0.25
3950,360152,0.861,458776,1.467,63200,0.133,126400,0.452,10193656,1767.73,8226696,2247.53,0,0.241,0,0.24
3960,360160,0.855,458048,2.538,63360,0.134,126720,0.472,10216696,1768.5,8267128,2124.46,0,0.247,0,0.274
3960,360160,0.929,458048,3.198,63360,0.133,126720,0.49,10216696,1688,8267128,2077.62,0,0.245,0,0.241
3960,360160,0.996,458048,2.021,63360,0.133,126720,0.436,10216696,1657.28,8267128,2062.24,0,0.239,0,0.245
3960,360160,0.86,458048,1.711,63360,0.135,126720,0.647,10216696,1698.06,8267128,2077.35,0,0.241,0,0.24
3960,360160,0.849,458048,1.592,63360,0.133,126720,0.848,10216696,1747.45,8267128,2124.11,0,0.239,0,0.245
3970,360624,0.856,458384,2.046,63520,0.133,127040,0.877,10239736,1804.23,8285440,2078.49,0,0.245,0,0.275
3970,360624,0.847,458384,1.381,63520,0.132,127040,0.677,10239736,1765.32,8285440,2010.57,0,0.24,0,0.245
3970,360624,0.87,458384,1.291,63520,0.132,127040,0.733,10239736,1682.6,8285440,2242.41,0,0.242,0,0.24
3970,360624,0.85,458384,1.259,63520,0.14,127040,0.497,10239736,1743.88,8285440,2286.35,0,0.245,0,0.24
3970,360624,0.867,458384,1.237,63520,0.14,127040,0.485,10239736,1675.98,8285440,2144.39,0,0.239,0,0.246
3980,362792,0.857,462696,1.348,63680,0.138,127360,0.465,10262776,1949.01,8311144,2029.48,0,0.24,0,0.279
3980,362792,1.017,462696,1.741,63680,0.135,127360,0.514,10262776,1953.05,8311144,2049.52,0,0.246,0,0.241
3980,362792,0.867,462696,1.492,63680,0.135,127360,0.471,10262776,2236.61,8311144,2022.73,0,0.24,0,0.241
3980,362792,0.861,462696,1.429,63680,0.135,127360,0.501,10262776,1751.76,8311144,2185.62,0,0.24,0,0.248
3980,362792,0.88,462696,2.427,63680,0.134,127360,0.433,10262776,1698.9,8311144,2088.35,0,0.246,0,0.241
3990,362272,0.864,460736,2.84,63840,0.135,127680,0.436,10285816,1868.26,8316128,2072.14,0,0.243,0,0.276
3990,362272,0.858,460736,2.17,63840,0.135,127680,0.452,10285816,1816.72,8316128,2034.62,0,0.241,0,0.251
3990,362272,0.862,460736,2.462,63840,0.137,127680,0.564,10285816,1786.37,8316128,2185.17,0,0.245,0,0.245
3990,362272,0.879,460736,1.313,63840,0.134,127680,0.521,10285816,1750.85,8316128,2154.69,0,0.241,0,0.247
3990,362272,1.024,460736,1.854,63840,0.134,127680,0.733,10285816,1738.1,8316128,2040.12,0,0.242,0,0.242
4000,363000,0.931,461688,1.603,64000,0.135,128000,0.473,6209232,1719.84,8252400,2085.26,0,0.242,0,0.278
4000,363000,0.886,461688,1.663,64000,0.135,128000,0.47,6209232,1895.04,8252400,2030.09,0,0.246,0,0.249
4000,363000,0.862,461688,1.647,64000,0.135,128000,0.486,6209232,1844.96,8252400,2133.99,0,0.241,0,0.242
4000,363000,0.865,461688,1.419,64000,0.135,128000,0.486,6209232,1766.3,8252400,2078.4,0,0.243,0,0.242
4000,363000,0.862,461688,1.492,64000,0.135,128000,0.582,6209232,1695.19,8252400,2231.62,0,0.247,0,0.243
4010,363992,0.893,463256,1.384,64160,0.136,128320,0.456,6214736,1825.96,8253296,2026.3,0,0.242,0,0.284
4010,363992,0.861,463256,1.336,64160,0.133,128320,0.446,6214736,1878.51,8253296,2046.3,0,0.242,0,0.243
4010,363992,0.869,463256,1.29,64160,0.133,128320,0.45,6214736,1875.52,8253296,2481.68,0,0.251,0,0.246
4010,363992,0.861,463256,1.271,64160,0.133,128320,0.446,6214736,1743.3,8253296,2197.76,0,0.242,0,0.243
4010,363992,0.895,463256,1.332,64160,0.133,128320,0.447,6214736,1747.79,8253296,2103.02,0,0.243,0,0.244
4020,364480,0.909,463648,1.535,64320,0.136,128640,0.443,10354936,1737.59,8315120,2035.52,0,0.247,0,0.29
4020,364480,0.875,463648,1.394,64320,0.136,128640,0.472,10354936,1718.02,8315120,2042.13,0,0.244,0,0.249
4020,364480,0.864,463648,1.365,64320,0.138,128640,0.443,10354936,1828.91,8315120,2253.01,0,0.242,0,0.244
4020,364480,0.872,463648,1.259,64320,0.135,128640,0.514,10354936,1881.6,8315120,2100.64,0,0.247,0,0.299
4020,364480,0.861,463648,1.287,64320,0.136,128640,0.627,10354936,1736.9,8315120,2048.17,0,0.255,0,0.278
4030,371520,0.876,472288,1.391,64480,0.136,128960,0.571,6241608,1705.22,8292104,2048.71,0,0.252,0,0.283
4030,371520,0.925,472288,1.558,64480,0.136,128960,0.452,6241608,1754.8,8292104,2165.69,0,0.248,0,0.249
4030,371520,0.957,472288,1.384,64480,0.136,128960,0.5,6241608,1900.39,8292104,2230.12,0,0.245,0,0.25
4030,371520,0.87,472288,1.341,64480,0.136,128960,0.456,6241608,2716.05,8292104,2072.17,0,0.243,0,0.245
4030,371520,0.976,472288,1.305,64480,0.138,128960,0.495,6241608,2539.35,8292104,2072.12,0,0.25,0,0.245
4040,370976,1.025,470272,1.379,64640,0.137,129280,0.523,6247040,1776.05,8292832,2096.81,0,0.244,0,0.288
4040,370976,0.88,470272,1.41,64640,0.137,129280,0.45,6247040,1904.36,8292832,2276.81,0,0.244,0,0.25
4040,370976,0.874,470272,1.521,64640,0.136,129280,0.439,6247040,1972.63,8292832,2108.42,0,0.266,0,0.245
4040,370976,0.875,470272,1.358,64640,0.136,129280,0.452,6247040,1819.83,8292832,2097.54,0,0.316,0,0.245
4040,370976,0.866,470272,1.416,64640,0.136,129280,0.437,6247040,1832.69,8292832,2073.18,0,0.299,0,0.251
4050,373384,0.877,475144,1.399,64800,0.136,129600,0.445,6262648,1791.82,8317304,2153.66,0,0.298,0,0.288
4050,373384,0.864,475144,1.376,64800,0.146,129600,0.442,6262648,1755.93,8317304,2269.16,0,0.268,0,0.246
4050,373384,0.872,475144,1.343,64800,0.136,129600,0.447,6262648,1779.22,8317304,2222.32,0,0.261,0,0.246
4050,373384,0.948,475144,1.666,64800,0.136,129600,0.443,6262648,1978.94,8317304,2145.06,0,0.273,0,0.263
4050,373384,1.007,475144,1.503,64800,0.135,129600,0.446,6262648,1854.34,8317304,2094.98,0,0.27,0,0.247
4060,372600,0.892,472568,1.377,64960,0.137,129920,0.447,6248136,1775.8,8271496,2187.43,0,0.285,0,0.288
4060,372600,0.915,472568,1.351,64960,0.137,129920,0.505,6248136,1799.36,8271496,2162.95,0,0.267,0,0.249
4060,372600,0.885,472568,1.317,64960,0.137,129920,0.479,6248136,1753.72,8271496,2154.4,0,0.301,0,0.251
4060,372600,0.893,472568,1.316,64960,0.139,129920,0.697,6248136,1883.06,8271496,2132.28,0,0.269,0,0.246
4060,372600,0.979,472568,1.452,64960,0.138,129920,0.686,6248136,1974.56,8271496,2047.48,0,0.263,0,0.252
4070,373832,0.908,474696,1.424,65120,0.137,130240,0.628,6345048,1779.04,8366360,2227.33,0,0.275,0,0.291
4070,373832,0.891,474696,1.348,65120,0.138,130240,0.486,6345048,1742.43,8366360,2151.89,0,0.265,0,0.251
4070,373832,1.023,474696,1.314,65120,0.138,130240,0.476,6345048,1813,8366360,2208.59,0,0.262,0,0.247
4070,373832,0.921,474696,1.283,65120,0.138,130240,0.458,6345048,1737.64,8366360,2078.81,0,0.279,0,0.252
4070,373832,0.912,474696,1.28,65120,0.138,130240,0.449,6345048,1937.71,8366360,2084.68,0,0.288,0,0.25
4080,375736,0.896,478392,1.68,65280,0.14,130560,0.442,6348608,1857.67,8362720,2254.54,0,0.263,0,0.298
4080,375736,0.911,478392,1.449,65280,0.137,130560,0.449,6348608,1770.62,8362720,2209.99,0,0.275,0,0.248
4080,375736,0.89,478392,1.343,65280,0.138,130560,0.442,6348608,1747.03,8362720,2074.51,0,0.307,0,0.251
4080,375736,0.896,478392,1.364,65280,0.138,130560,0.447,6348608,1859.78,8362720,2093.89,0,0.267,0,0.248
4080,375736,0.9,478392,1.622,65280,0.137,130560,0.458,6348608,1895.03,8362720,2187.18,0,0.353,0,0.251
4090,375096,0.879,476152,2.545,65440,0.137,130880,0.452,6377056,1862.4,8417152,2257.43,0,0.292,0,0.277
4090,375096,1.213,476152,2.145,65440,0.137,130880,0.446,6377056,1784.43,8417152,2118.1,0,0.277,0,0.254
4090,375096,1.5,476152,1.972,65440,0.178,130880,0.449,6377056,1765.1,8417152,2120.84,0,0.289,0,0.247
4090,375096,1.495,476152,2.152,65440,0.17,130880,0.524,6377056,1809.88,8417152,2128.8,0,0.299,0,0.252
4090,375096,1.482,476152,1.94,65440,0.203,130880,0.68,6377056,1788.45,8417152,2306.2,0,0.257,0,0.247
4100,374528,1.518,474080,1.573,65600,0.233,131200,0.692,6345768,1969.77,8332200,2157.82,0,0.273,0,0.282
4100,374528,1.501,474080,1.368,65600,0.14,131200,0.609,6345768,1847.81,8332200,2143.87,0,0.265,0,0.247
4100,374528,1.415,474080,1.367,65600,0.168,131200,0.462,6345768,1823.19,8332200,2116.48,0,0.266,0,0.252
4100,374528,1.427,474080,1.271,65600,0.272,131200,0.473,6345768,1835.55,8332200,2126.66,0,0.292,0,0.248
4100,374528,1.455,474080,1.264,65600,0.147,131200,0.466,6345768,1753.16,8332200,2227.59,0,0.25,0,0.254
4110,376312,1.027,477496,1.624,65760,0.156,131520,0.461,6373304,1983.3,8384504,2160.43,0,0.257,0,0.277
4110,376312,0.962,477496,1.373,65760,0.139,131520,0.473,6373304,1850.62,8384504,2163.38,0,0.255,0,0.258
4110,376312,0.896,477496,1.38,65760,0.139,131520,0.455,6373304,1752.09,8384504,2154.32,0,0.248,0,0.285
4110,376312,0.901,477496,1.309,65760,0.138,131520,0.453,6373304,1834.53,8384504,2775.22,0,0.249,0,0.333
4110,376312,1.436,477496,1.28,65760,0.139,131520,0.45,6373304,1831.71,8384504,2252.38,0,0.253,0,0.294
4120,377784,0.913,480184,1.391,65920,0.138,131840,0.452,6372256,1913.98,8370112,2131.81,0,0.252,0,0.323
4120,377784,0.889,480184,1.599,65920,0.137,131840,0.451,6372256,1908.63,8370112,2139.45,0,0.249,0,0.304
4120,377784,0.937,480184,1.428,65920,0.138,131840,0.451,6372256,2017.65,8370112,2107.28,0,0.253,0,0.296
4120,377784,0.888,480184,1.582,65920,0.137,131840,0.445,6372256,1806.38,8370112,2248.86,0,0.249,0,0.284
4120,377784,0.893,480184,1.373,65920,0.143,131840,0.615,6372256,1766.05,8370112,2209.16,0,0.255,0,0.286
4130,377240,0.963,478168,1.377,66080,0.14,132160,0.492,6380784,1836.57,8378064,2114.46,0,0.255,0,0.291
4130,377240,1.561,478168,1.565,66080,0.14,132160,0.464,6380784,1986.53,8378064,2081.91,0,0.249,0,0.279
4130,377240,1.779,478168,1.445,66080,0.14,132160,0.474,6380784,2266.94,8378064,2231.67,0,0.25,0,0.254
4130,377240,1.633,478168,1.364,66080,0.14,132160,0.457,6380784,1849.53,8378064,2236.76,0,0.257,0,0.276
4130,377240,1.498,478168,1.359,66080,0.14,132160,0.581,6380784,1844.78,8378064,2114.39,0,0.249,0,0.28
4140,378880,1.536,481248,1.421,66240,0.151,132480,0.477,6401864,1925.54,8415304,2209.08,0,0.25,0,0.327
4140,378880,1.564,481248,1.392,66240,0.158,132480,0.497,6401864,2088.78,8415304,2132.38,0,0.255,0,0.362
4140,378880,1.356,481248,1.584,66240,0.149,132480,0.461,6401864,1898.29,8415304,2398.66,0,0.255,0,0.308
4140,378880,0.908,481248,1.342,66240,0.178,132480,0.455,6401864,1817.98,8415304,2221.88,0,0.25,0,0.301
4140,378880,0.957,481248,2.023,66240,0.143,132480,0.45,6401864,1847.42,8415304,2152.62,0,0.255,0,0.291
4150,379440,0.896,481808,1.854,66400,0.189,132800,0.456,6406768,1900.46,8414800,2169.23,0,0.26,0,0.315
4150,379440,0.905,481808,1.368,66400,0.141,132800,0.484,6406768,1922.12,8414800,2354.8,0,0.25,0,0.279
4150,379440,0.888,481808,1.298,66400,0.145,132800,0.458,6406768,1968.45,8414800,2189.4,0,0.256,0,0.263
4150,379440,0.901,481808,1.309,66400,0.179,132800,0.455,6406768,1882.47,8414800,2197.15,0,0.251,0,0.275
4150,379440,0.889,481808,1.31,66400,0.162,132800,0.456,6406768,1853.59,8414800,2180.02,0,0.267,0,0.275
4160,379040,0.95,480128,1.378,66560,0.164,133120,0.458,6410064,1822.34,8410544,2188.97,0,0.257,0,0.336
4160,379040,0.89,480128,1.346,66560,0.149,133120,0.503,6410064,1905.54,8410544,2363.78,0,0.251,0,0.273
4160,379040,0.898,480128,1.282,66560,0.162,133120,0.544,6410064,1999.16,8410544,2237.18,0,0.251,0,0.282
4160,379040,0.886,480128,1.307,66560,0.144,133120,0.467,6410064,1880.19,8410544,2181.35,0,0.274,0,0.269
4160,379040,0.895,480128,1.336,66560,0.139,133120,0.494,6410064,1850.69,8410544,2168.43,0,0.254,0,0.268
4170,380560,0.917,482928,1.497,66720,0.141,133440,0.461,6409376,1918.45,8396992,2283.77,0,0.257,0,0.318
4170,380560,0.906,482928,1.404,66720,0.141,133440,0.51,6409376,1913.9,8396992,2352.01,0,0.252,0,0.27
4170,380560,0.892,482928,1.399,66720,0.14,133440,0.488,6409376,2021.95,8396992,2187.5,0,0.256,0,0.281
4170,380560,0.907,482928,1.788,66720,0.141,133440,0.477,6409376,1953,8396992,2174.72,0,0.256,0,0.254
4170,380560,0.891,482928,1.81,66720,0.142,133440,0.463,6409376,2378.85,8396992,2174.3,0,0.251,0,0.257
4180,379656,0.904,480072,2.279,66880,0.156,133760,0.466,6421504,1951.2,8413344,2344.17,0,0.258,0,0.302
4180,379656,0.902,480072,1.7,66880,0.148,133760,0.459,6421504,1940.56,8413344,2299.4,0,0.255,0,0.257
4180,379656,0.913,480072,1.359,66880,0.142,133760,0.465,6421504,1966.39,8413344,2181.42,0,0.257,0,0.254
4180,379656,0.89,480072,1.329,66880,0.141,133760,0.461,6421504,2137.32,8413344,2181.71,0,0.254,0,0.258
4180,379656,0.895,480072,1.379,66880,0.141,133760,0.464,6421504,1905.52,8413344,2320.63,0,0.252,0,0.253
4190,382064,0.894,484944,1.529,67040,0.141,134080,0.852,6399240,1909.77,8349448,2335.36,0,0.262,0,0.306
4190,382064,0.933,484944,1.404,67040,0.142,134080,0.704,6399240,1853.19,8349448,2393.09,0,0.254,0,0.258
4190,382064,0.897,484944,1.349,67040,0.145,134080,0.884,6399240,2079.06,8349448,2259.02,0,0.258,0,0.253
4190,382064,0.907,484944,1.332,67040,0.141,134080,1.184,6399240,1951.47,8349448,2270.19,0,0.256,0,0.262
4190,382064,0.912,484944,1.339,67040,0.157,134080,0.871,6399240,1885.01,8349448,2295.96,0,0.254,0,0.254
4200,381856,0.915,483712,1.457,67200,0.141,134400,0.892,6447800,1859.58,8450808,2293.22,0,0.258,0,0.302
4200,381856,0.898,483712,1.392,67200,0.14,134400,0.932,6447800,1902.76,8450808,2260.63,0,0.254,0,0.264
4200,381856,0.911,483712,1.332,67200,0.14,134400,0.719,6447800,2596.94,8450808,2224.46,0,0.261,0,0.258
4200,381856,0.899,483712,1.347,67200,0.145,134400,0.568,6447800,2600.21,8450808,2513.86,0,0.255,0,0.254
4200,381856,0.931,483712,1.322,67200,0.14,134400,0.795,6447800,2467.76,8450808,2276.68,0,0.253,0,0.259
4210,382584,0.902,484664,1.455,67360,0.142,134720,0.791,6445984,1938.83,8434624,2296.68,0,0.258,0,0.303
4210,382584,0.937,484664,1.95,67360,0.142,134720,1.017,6445984,2097.52,8434624,3140.04,0,0.258,0,0.258
4210,382584,0.944,484664,2.48,67360,0.142,134720,0.891,6445984,1934.54,8434624,2842.26,0,0.26,0,0.259
4210,382584,0.926,484664,2.545,67360,0.142,134720,0.575,6445984,1888.97,8434624,2335.58,0,0.255,0,0.255
4210,382584,0.976,484664,3.493,67360,0.142,134720,0.484,6445984,1896.34,8434624,2262.35,0,0.259,0,0.264
4220,384440,0.925,488248,3.068,67520,0.146,135040,0.495,6449784,1947.84,8431544,2215.58,0,0.259,0,0.299
4220,384440,0.907,488248,2.733,67520,0.142,135040,0.633,6449784,2074.93,8431544,2385.72,0,0.255,0,0.256
4220,384440,0.917,488248,2.488,67520,0.143,135040,0.487,6449784,2034.07,8431544,2420.27,0,0.262,0,0.261
4220,384440,0.904,488248,1.812,67520,0.142,135040,0.464,6449784,1886.32,8431544,2242.82,0,0.256,0,0.26
4220,384440,0.922,488248,1.501,67520,0.142,135040,0.47,6449784,1927.65,8431544,2210.01,0,0.262,0,0.256
4230,384304,0.906,487184,1.474,67680,0.143,135360,0.463,6458360,1944.95,8439608,2290.87,0,0.255,0,0.3
4230,384304,0.918,487184,1.435,67680,0.143,135360,0.465,6458360,2136.68,8439608,2439.9,0,0.256,0,0.256
4230,384304,0.945,487184,1.513,67680,0.146,135360,0.461,6458360,1981.06,8439608,2240.62,0,0.261,0,0.264
4230,384304,0.959,487184,1.375,67680,0.143,135360,0.467,6458360,1887.75,8439608,2277.02,0,0.255,0,0.256
4230,384304,0.915,487184,1.36,67680,0.143,135360,0.46,6458360,1951.63,8439608,2274.2,0,0.26,0,0.261
4240,385056,0.929,488192,1.432,67840,0.141,135680,0.466,6457408,1942.18,8425440,2373.13,0,0.256,0,0.297
4240,385056,0.927,488192,1.444,67840,0.141,135680,0.516,6457408,2297.29,8425440,2288.18,0,0.279,0,0.262
4240,385056,0.926,488192,1.494,67840,0.142,135680,0.764,6457408,2012.85,8425440,2281.74,0,0.256,0,0.257
4240,385056,0.914,488192,1.513,67840,0.15,135680,0.528,6457408,1951.2,8425440,2233.87,0,0.256,0,0.257
4240,385056,0.927,488192,1.431,67840,0.141,135680,0.477,6457408,1893.66,8425440,2392.01,0,0.261,0,0.261
4250,386456,0.941,490712,1.457,68000,0.144,136000,0.494,6439176,1912.53,8370952,2375.84,0,0.259,0,0.307
4250,386456,0.998,490712,1.482,68000,0.144,136000,0.594,6439176,2072.97,8370952,2248.05,0,0.257,0,0.263
4250,386456,0.948,490712,1.364,68000,0.144,136000,0.617,6439176,2073.08,8370952,2258.31,0,0.261,0,0.259
4250,386456,0.977,490712,1.625,68000,0.143,136000,0.573,6439176,1969.63,8370952,2401.56,0,0.258,0,0.288
4250,386456,1.553,490712,1.404,68000,0.144,136000,0.486,6439176,1933.64,8370952,2322.12,0,0.26,0,0.262
4260,386896,2.806,490992,1.564,68160,0.164,136320,0.472,6446792,1935.39,8376776,2275.45,0,0.262,0,0.292
4260,386896,1.587,490992,1.452,68160,0.163,136320,0.487,6446792,2021.93,8376776,2838.11,0,0.258,0,0.266
4260,386896,1.04,490992,1.698,68160,0.145,136320,0.478,6446792,2068.47,8376776,3027.98,0,0.257,0,0.258
4260,386896,1.014,490992,1.44,68160,0.143,136320,0.484,6446792,1983.79,8376776,2769.73,0,0.262,0,0.262
4260,386896,1.009,490992,1.419,68160,0.144,136320,0.476,6446792,1915.07,8376776,2660.35,0,0.258,0,0.258
4270,386976,1.319,490432,1.443,68320,0.144,136640,0.478,6459640,1939.31,8394808,2856.24,0,0.258,0,0.298
4270,386976,1.595,490432,1.413,68320,0.148,136640,0.481,6459640,2006.1,8394808,3536.23,0,0.275,0,0.263
4270,386976,1.587,490432,1.342,68320,0.144,136640,0.685,6459640,2064.99,8394808,2706.57,0,0.258,0,0.258
4270,386976,1.599,490432,1.592,68320,0.144,136640,0.626,6459640,1992.23,8394808,2313.77,0,0.264,0,0.265
4270,386976,1.571,490432,1.492,68320,0.144,136640,0.535,6459640,1934.41,8394808,2388.56,0,0.264,0,0.258
4280,388832,1.562,494016,1.514,68480,0.142,136960,0.522,6494952,2005.17,8465256,2458.38,0,0.324,0,0.297
4280,388832,1.563,494016,1.522,68480,0.142,136960,0.51,6494952,2122.26,8465256,2386.81,0,0.266,0,0.259
4280,388832,1.572,494016,1.483,68480,0.142,136960,0.534,6494952,2059.53,8465256,2328.26,0,0.259,0,0.277
4280,388832,1.551,494016,1.439,68480,0.145,136960,0.504,6494952,1985.29,8465256,2439.15,0,0.266,0,0.259
4280,388832,1.563,494016,1.701,68480,0.143,136960,0.489,6494952,2067.53,8465256,2511.9,0,0.259,0,0.264
4290,389656,1.554,495192,1.592,68640,0.145,137280,0.486,6482624,1946.65,8424544,2354.88,0,0.259,0,0.298
4290,389656,1.607,495192,1.534,68640,0.145,137280,0.477,6482624,2135.01,8424544,2322.72,0,0.263,0,0.267
4290,389656,1.572,495192,1.419,68640,0.145,137280,0.467,6482624,2042.33,8424544,2315.61,0,0.263,0,0.26
4290,389656,1.606,495192,1.353,68640,0.145,137280,0.473,6482624,1979.82,8424544,2537.04,0,0.264,0,0.264
4290,389656,1.597,495192,1.35,68640,0.145,137280,0.472,6482624,1978.74,8424544,2395.59,0,0.259,0,0.263
4300,389328,1.216,493680,1.475,68800,0.149,137600,0.472,6466720,1940.65,8375488,2273.9,0,0.26,0,0.301
4300,389328,0.936,493680,1.477,68800,0.145,137600,0.466,6466720,2171.56,8375488,2292.44,0,0.267,0,0.26
4300,389328,0.951,493680,1.356,68800,0.145,137600,0.473,6466720,2065.94,8375488,2447.31,0,0.26,0,0.267
